City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
698,Saint-Francois,FR,46.4154,3.9054,49.44,81,100,4.61,overcast clouds
699,Shakhtinsk,KZ,49.71,72.5872,27.55,83,100,1.19,overcast clouds
700,Junqueiropolis,BR,-21.5147,-51.4336,66.16,57,0,10.65,clear sky
701,Marilia,BR,-22.2139,-49.9458,61.25,63,76,11.05,broken clouds
702,Channel-Port Aux Basques,CA,47.5702,-59.1367,53.19,94,100,8.7,overcast clouds
703,Verden,DE,52.9167,9.2333,52.18,78,91,16.55,overcast clouds
704,Nicolas Bravo,MX,18.45,-88.9167,72.32,94,39,3.83,scattered clouds
705,Sydney Mines,CA,46.2367,-60.2177,66.9,87,100,7.0,overcast clouds
706,Urucara,BR,-2.5364,-57.76,75.61,90,99,2.68,overcast clouds
707,Gualaquiza,EC,-3.4,-78.55,62.94,98,62,1.19,light rain
708,Bubaque,GW,11.2833,-15.8333,82.67,70,25,6.24,scattered clouds
709,Clearwater,US,27.9659,-82.8001,78.93,82,75,9.22,broken clouds
710,Szprotawa,PL,51.5656,15.5366,43.63,70,100,6.62,overcast clouds
